location.district,operation_type.name,property_type,build_area,longitud,latitud,years_old,bathrooms,bedrooms,garages,has_swimming_pool,usd_price
lince,Comprar,departamento,115.0,-77.035612,-12.089667704589289,4.0,1.0,1.0,1.0,False,780.0
barranco,Alquilar,departamento,222.0,-77.0232709,-12.15217,11.0,4.0,3.0,4.0,True,2100.0
miraflores,Alquilar,departamento,111.0,-77.03234029999999,-12.1079869,1.0,2.0,3.0,2.0,False,300000.0
barranco,Comprar,departamento,330.0,-77.0232709,-12.15217,10.0,4.0,3.0,4.0,True,470000.0
san isidro,Alquilar,departamento,115.0,-77.05149523868408,-12.102068393103625,20.0,2.0,3.0,1.0,False,750.0
santiago de surco,Comprar,departamento,55.0,-76.97028312888938,-12.102929290512936,0.0,2.0,2.0,1.0,False,429.0
lima,Comprar,departamento,120.0,-77.03522053652341,-12.077656792572679,0.0,2.0,3.0,0.0,False,750.0
san isidro,Comprar,departamento,287.0,-77.04377720793457,-12.098674298087115,0.0,3.0,3.0,3.0,False,730000.0
san isidro,Comprar,departamento,260.0,-77.01343155767209,-12.098455223562954,0.0,2.0,3.0,1.0,False,1550.0
san borja,Comprar,departamento,287.0,-77.00083903840641,-12.093727038479244,0.0,2.0,2.0,2.0,False,2000.0
miraflores,Comprar,departamento,250.0,-77.02892152698365,-12.131058066783819,0.0,2.0,3.0,2.0,False,1200.0
miraflores,Comprar,departamento,111.0,-77.02175171142699,-12.131322900450316,0.0,2.0,2.0,1.0,False,300000.0
lince,Comprar,departamento,282.0,-77.0444468968895,-12.088431273825975,10.0,2.0,3.0,2.0,False,470000.0
san isidro,Alquilar,departamento,100.0,-77.03920952084047,-12.100285347097895,6.0,3.0,3.0,3.0,False,650.0
miraflores,Comprar,departamento,70.0,-77.03358684047544,-12.120336543299988,0.0,2.0,2.0,0.0,False,268.0
san isidro,Comprar,departamento,112.0,-77.01359079212875,-12.101687704405425,0.0,3.0,3.0,1.0,False,239560.0
san isidro,Alquilar,departamento,115.0,-77.04081838518067,-12.108954627246954,5.0,3.0,4.0,2.0,False,115000.0
miraflores,Alquilar,departamento,240.0,-77.0412889111145,-12.11094047824642,3.0,3.0,3.0,2.0,False,2100.0
barranco,Comprar,departamento,68.0,-77.02543117857363,-12.139202203394635,0.0,2.0,2.0,0.0,False,70000.0
magdalena,Comprar,departamento,91.0,-77.0643619219818,-12.089301277251966,0.0,1.0,1.0,0.0,False,175000.0
san isidro,Comprar,casa,125.0,-77.05342999999998,-12.0982921,0.0,2.0,2.0,1.0,False,265000.0
magdalena,Comprar,departamento,202.0,-77.0640679,-12.089637300000001,14.0,1.0,2.0,1.0,False,395000.0
magdalena,Comprar,departamento,170.0,-77.070698,-12.097373,7.0,2.0,3.0,1.0,False,1900.0
san isidro,Comprar,departamento,43.0,-77.045261,-12.099121,35.0,2.0,3.0,1.0,False,125000.0
san isidro,Comprar,departamento,287.0,-77.03360087857362,-12.101943261602376,35.0,2.0,0.0,2.0,False,2000.0
san isidro,Comprar,departamento,248.0,-77.04600390000002,-12.0952579,32.0,3.0,3.0,1.0,False,595000.0
san isidro,Comprar,departamento,260.0,-77.04441609999998,-12.110461,16.0,3.0,4.0,3.0,True,1550.0
miraflores,Comprar,departamento,240.0,-77.02665859999998,-12.1323755,7.0,2.0,3.0,2.0,False,3000.0
san isidro,Comprar,casa,105.0,-77.02913097598798,-12.099538724768596,35.0,2.0,3.0,4.0,False,800.0
san isidro,Alquilar,departamento,248.0,-77.04366499999998,-12.095688599999999,8.0,3.0,3.0,2.0,False,575203.0
miraflores,Comprar,departamento,248.0,-77.04546428863831,-12.112368201413432,0.0,2.0,1.0,1.0,False,575203.0
san isidro,Comprar,departamento,248.0,-77.047125,-12.0955209,11.0,3.0,5.0,5.0,False,595000.0
san isidro,Comprar,departamento,248.0,-77.03978047976227,-12.097188306677847,50.0,1.0,1.0,2.0,False,595000.0
miraflores,Comprar,departamento,248.0,-77.01989763914794,-12.122538741209256,2.0,2.0,2.0,2.0,False,575203.0
miraflores,Comprar,departamento,248.0,-77.025819,-12.122017999999999,1.0,3.0,3.0,1.0,False,575203.0
magdalena,Comprar,departamento,248.0,-77.059776,-12.092122,0.0,1.0,3.0,1.0,False,575203.0
miraflores,Comprar,departamento,248.0,-77.02399113572079,-12.127355502136286,0.0,2.0,2.0,1.0,False,595000.0
lince,Comprar,departamento,248.0,-77.02722469999998,-12.0897599,0.0,2.0,3.0,2.0,True,595000.0
barranco,Comprar,departamento,248.0,-77.01942095833587,-12.13916328852224,0.0,1.0,1.0,1.0,False,575203.0
santiago de surco,Comprar,departamento,74.0,-76.96535438357544,-12.079099918599649,0.0,2.0,3.0,1.0,True,118000.0
miraflores,Alquilar,departamento,127.0,-77.04613309350128,-12.117111901750135,6.0,3.0,3.0,2.0,False,187000.0
miraflores,Comprar,departamento,78.0,-77.05076258626099,-12.1119141533044,4.0,4.0,4.0,1.0,False,600.0
san isidro,Alquilar,departamento,310.0,-77.0511137805954,-12.098822850958523,8.0,3.0,3.0,3.0,False,1500.0
miraflores,Comprar,departamento,310.0,-77.01904943173827,-12.121097478919332,1.0,1.0,1.0,1.0,False,1500.0
miraflores,Alquilar,departamento,90.0,-77.03401384205017,-12.116869840749626,8.0,2.0,2.0,1.0,False,115000.0
santiago de surco,Comprar,departamento,90.0,-76.96535438357544,-12.079099918599649,0.0,2.0,2.0,1.0,True,111173.0
miraflores,Comprar,departamento,90.0,-77.015209,-12.122378,1.0,3.0,3.0,3.0,False,115000.0
san borja,Comprar,departamento,90.0,-76.988731,-12.10853,0.0,3.0,4.0,2.0,False,115000.0
santiago de surco,Comprar,casa,90.0,-76.96741672275391,-12.092416805164426,38.0,5.0,4.0,4.0,False,111173.0
miraflores,Comprar,departamento,90.0,-77.033529,-12.115922381657393,10.0,2.0,2.0,1.0,False,111173.0
miraflores,Comprar,departamento,90.0,-77.042846,-12.116022686733274,0.0,4.0,3.0,1.0,False,111173.0
santiago de surco,Comprar,departamento,90.0,-76.96769,-12.099310638075496,8.0,4.0,3.0,2.0,False,111173.0
santiago de surco,Comprar,departamento,90.0,-76.961621,-12.108193553723057,0.0,6.0,5.0,2.0,False,111173.0
santiago de surco,Comprar,departamento,90.0,-76.9689135,-12.1128676,29.0,3.0,3.0,1.0,False,111173.0
san borja,Comprar,departamento,90.0,-76.997606,-12.091911552747565,5.0,4.0,3.0,2.0,False,111173.0
santiago de surco,Comprar,departamento,160.0,-76.982303,-12.116733811616022,0.0,3.0,3.0,2.0,False,1455.0
santiago de surco,Comprar,departamento,160.0,-76.974429,-12.111065858773117,0.0,4.0,4.0,2.0,False,1550.0
magdalena,Comprar,departamento,160.0,-77.061561,-12.096836868741253,5.0,4.0,3.0,1.0,False,1550.0
santiago de surco,Comprar,departamento,160.0,-76.996279,-12.123196656071539,0.0,3.0,3.0,1.0,False,1550.0
santiago de surco,Comprar,departamento,110.0,-76.994827,-12.12634893868008,0.0,3.0,3.0,2.0,False,900.0
santiago de surco,Comprar,departamento,160.0,-76.99421,-12.126291246750002,0.0,3.0,3.0,2.0,False,1550.0
san borja,Comprar,departamento,160.0,-76.987414,-12.095329,15.0,4.0,3.0,3.0,False,1550.0
san luis,Comprar,departamento,110.0,-76.99596,-12.078289393152593,0.0,2.0,3.0,1.0,False,900.0
san borja,Comprar,departamento,160.0,-77.0004,-12.096700598484606,0.0,2.0,3.0,1.0,False,1550.0
miraflores,Alquilar,departamento,160.0,-77.0269278,-12.125847199999999,5.0,2.0,2.0,1.0,False,1550.0
miraflores,Comprar,departamento,160.0,-77.0251,-12.121184698301272,0.0,3.0,3.0,1.0,False,1550.0
chaclacayo,Comprar,casa,68.0,-76.7677741,-11.9738267,10.0,4.0,2.0,0.0,False,570.0
miraflores,Comprar,departamento,70.0,-77.0199104,-12.122458900000002,1.0,4.0,3.0,2.0,False,349.0
miraflores,Comprar,departamento,70.0,-77.0199104,-12.122458900000002,1.0,4.0,3.0,2.0,False,110000.0
san isidro,Comprar,departamento,70.0,-77.011554,-12.102815012640054,0.0,4.0,2.0,1.0,False,110000.0
san isidro,Comprar,departamento,70.0,-77.01149000000001,-12.102605205258374,0.0,3.0,1.0,1.0,False,349.0
san isidro,Comprar,departamento,70.0,-77.011565,-12.102405888072216,0.0,2.0,1.0,1.0,False,349.0
san isidro,Comprar,departamento,70.0,-77.011533,-12.102815012669748,0.0,3.0,2.0,1.0,False,110000.0
san isidro,Comprar,departamento,70.0,-77.011554,-12.102521282292194,0.0,2.0,2.0,1.0,False,110000.0
san isidro,Comprar,departamento,70.0,-77.01149000000001,-12.102930406682596,0.0,4.0,2.0,1.0,False,110000.0
san isidro,Comprar,departamento,70.0,-77.01147900000001,-12.10268912828525,0.0,3.0,2.0,1.0,False,349.0
san isidro,Comprar,departamento,70.0,-77.011619,-12.1023639265674,0.0,3.0,1.0,1.0,False,349.0
san isidro,Comprar,departamento,70.0,-77.025848,-12.083630853718267,0.0,2.0,3.0,1.0,False,349.0
san isidro,Comprar,departamento,100.0,-77.025891,-12.083693800419695,0.0,1.0,1.0,1.0,False,510.0
san isidro,Alquilar,departamento,100.0,-77.0495607,-12.1029929,11.0,3.0,3.0,3.0,False,510.0
pueblo libre,Comprar,departamento,70.0,-77.062474,-12.069944358126977,0.0,4.0,3.0,1.0,False,120000.0
miraflores,Comprar,departamento,250.0,-77.03570400000001,-12.121233072673993,0.0,3.0,2.0,1.0,False,1700.0
pueblo libre,Comprar,departamento,200.0,-77.062702,-12.070051058112169,0.0,3.0,3.0,1.0,False,1342.0
miraflores,Comprar,departamento,200.0,-77.031509,-12.122449868359375,0.0,3.0,2.0,1.0,False,1342.0
san isidro,Comprar,departamento,200.0,-77.0495607,-12.1029929,11.0,3.0,3.0,3.0,False,1400.0
pueblo libre,Comprar,departamento,200.0,-77.062391,-12.070344824155773,0.0,4.0,3.0,1.0,False,1342.0
magdalena,Comprar,departamento,200.0,-77.062363,-12.09878,0.0,3.0,3.0,1.0,True,1400.0
magdalena,Comprar,departamento,200.0,-77.0601365,-12.101908,0.0,2.0,2.0,1.0,True,1342.0
magdalena,Comprar,departamento,200.0,-77.061803,-12.097498,0.0,2.0,3.0,0.0,True,1342.0
miraflores,Comprar,departamento,70.0,-77.044712,-12.112679079653613,0.0,3.0,1.0,1.0,False,110000.0
santiago de surco,Comprar,departamento,70.0,-76.9930591,-12.115784,0.0,4.0,3.0,2.0,False,110000.0
san borja,Comprar,departamento,70.0,-77.009876,-12.096249,0.0,3.0,3.0,1.0,False,349.0
san borja,Comprar,departamento,70.0,-77.009661,-12.096333,0.0,3.0,3.0,1.0,False,110000.0
miraflores,Comprar,departamento,70.0,-77.036404,-12.111484229709035,7.0,4.0,3.0,2.0,False,349.0
la molina,Comprar,casa,70.0,-76.97196600000001,-12.072624500041766,34.0,4.0,3.0,3.0,True,394.0
la molina,Comprar,casa,200.0,-76.9702786,-12.070824,30.0,4.0,3.0,3.0,True,1342.0
san isidro,Comprar,casa,260.0,-77.01608670000002,-12.0954323,33.0,4.0,5.0,3.0,False,5300.0
miraflores,Comprar,departamento,260.0,-77.03580290000001,-12.116937599999998,0.0,2.0,2.0,1.0,False,5052.0
miraflores,Comprar,departamento,260.0,-77.02153799999998,-12.124096699999999,7.0,1.0,1.0,1.0,False,5052.0
surquillo,Comprar,departamento,260.0,-77.01439669999998,-12.112216900000002,1.0,1.0,2.0,1.0,True,5052.0
miraflores,Comprar,departamento,260.0,-77.0455343,-12.1121584,1.0,3.0,3.0,2.0,False,5300.0
miraflores,Comprar,departamento,260.0,-77.0455343,-12.1121584,1.0,3.0,3.0,1.0,False,5052.0
miraflores,Comprar,departamento,260.0,-77.0455343,-12.1121584,1.0,3.0,3.0,1.0,False,5300.0
san isidro,Comprar,departamento,260.0,-77.01961440000001,-12.090443400000002,8.0,4.0,4.0,2.0,True,5300.0
miraflores,Comprar,departamento,260.0,-77.039328,-12.115638458105874,0.0,2.0,3.0,2.0,False,5300.0
barranco,Alquilar,departamento,260.0,-77.026202,-12.139463015286953,0.0,2.0,3.0,2.0,False,5300.0
lurin,Comprar,casa,160.0,-76.842959,-12.312677121177185,5.0,3.0,4.0,2.0,True,1550.0
miraflores,Comprar,departamento,160.0,-77.02809909999998,-12.1326433,17.0,2.0,3.0,2.0,False,1550.0
miraflores,Comprar,departamento,160.0,-77.025509,-12.13082922275702,1.0,2.0,3.0,2.0,False,1550.0
san isidro,Alquilar,departamento,160.0,-77.0428223,-12.0957511,9.0,3.0,3.0,3.0,False,1550.0
san isidro,Alquilar,departamento,160.0,-77.04703789999998,-12.107223699999999,7.0,2.0,3.0,2.0,False,1550.0
san miguel,Comprar,departamento,160.0,-77.0925433,-12.0843789,0.0,3.0,3.0,0.0,False,1455.0
santiago de surco,Comprar,departamento,160.0,-76.993551,-12.127069084152179,2.0,3.0,3.0,2.0,False,1455.0
san martin de porres,Comprar,departamento,160.0,-77.0894182,-11.982865499999999,4.0,2.0,3.0,0.0,False,1455.0
santiago de surco,Comprar,departamento,160.0,-76.96297870000002,-12.0888694,17.0,4.0,3.0,2.0,True,1550.0
miraflores,Comprar,departamento,200.0,-77.0324181,-12.12598,10.0,3.0,3.0,1.0,False,1114.0
san isidro,Comprar,casa,200.0,-77.05378516455687,-12.106527837597275,9.893229,6.0,5.0,0.0,False,1114.0
san martin de porres,Comprar,departamento,70.0,-77.092237,-11.951376672388664,5.0,2.0,3.0,0.0,True,110000.0
san luis,Comprar,casa,70.0,-76.992811,-12.076614618736894,35.0,7.0,3.0,2.0,False,110000.0
la molina,Alquilar,departamento,260.0,-76.9424627,-12.1017972,1.0,1.0,2.0,1.0,False,5052.0
santiago de surco,Comprar,departamento,260.0,-77.00600417630463,-12.135787324959972,8.0,4.0,3.0,1.0,False,5052.0
san miguel,Alquilar,departamento,260.0,-77.09090259999998,-12.0837826,10.0,3.0,3.0,0.0,False,5300.0
miraflores,Comprar,departamento,260.0,-77.040082,-12.122947300000002,16.0,1.0,2.0,1.0,False,5300.0
san isidro,Alquilar,departamento,260.0,-77.0567552,-12.0942523,7.0,2.0,3.0,2.0,False,5300.0
miraflores,Alquilar,departamento,260.0,-77.03675659999998,-12.1190038,30.0,1.0,2.0,2.0,False,5300.0
santiago de surco,Comprar,casa,260.0,-76.96689049999998,-12.107892999999999,30.0,3.0,4.0,2.0,False,5300.0
chorrillos,Alquilar,departamento,260.0,-76.9988916,-12.176917900000001,0.0,2.0,3.0,0.0,False,5300.0
ate,Alquilar,departamento,70.0,-76.9381202,-12.0500317,0.0,1.0,2.0,0.0,False,115000.0
miraflores,Comprar,departamento,70.0,-77.04512299999998,-12.1156405,4.0,4.0,3.0,2.0,False,394.0
magdalena,Comprar,departamento,70.0,-77.0690874,-12.0850258,4.0,1.0,2.0,0.0,True,394.0
lince,Alquilar,casa,180.0,-77.025763,-12.089593581076135,1.0,5.0,9.0,1.0,False,870.0
san isidro,Alquilar,departamento,180.0,-77.0376828,-12.102975599999999,5.0,2.0,3.0,0.0,False,870.0
san luis,Comprar,casa,180.0,-76.992827,-12.076690230547152,40.0,6.0,3.0,2.0,False,900.0
santiago de surco,Comprar,departamento,200.0,-76.98382529999998,-12.121798199999999,9.0,5.0,5.0,3.0,True,1114.0
miraflores,Alquilar,departamento,180.0,-77.025981,-12.126032,14.0,2.0,2.0,1.0,False,1000.0
miraflores,Comprar,departamento,180.0,-77.032395,-12.112484599999998,9.0,3.0,2.0,1.0,False,900.0
chorrillos,Comprar,casa,180.0,-77.0058858,-12.1726764,0.0,2.0,6.0,1.0,False,870.0
jesus maria,Alquilar,departamento,112.0,-77.0504828,-12.0800504,5.0,2.0,2.0,0.0,True,232283.0
miraflores,Comprar,departamento,287.0,-77.04141899999999,-12.113443249599015,10.0,2.0,3.0,2.0,False,1944.0
lurigancho,Comprar,casa,170.0,-76.791876,-11.976277439926223,12.0,11.0,3.0,1.0,False,1740.0
san isidro,Alquilar,departamento,287.0,-77.03275529999998,-12.093042800000001,1.0,2.0,2.0,1.0,False,709632.0
lince,Comprar,departamento,95.0,-77.0404515,-12.0882144,8.0,3.0,3.0,1.0,False,416.0
chorrillos,Comprar,departamento,200.0,-76.997676,-12.180273939835095,9.0,1.0,1.0,0.0,False,1342.0
miraflores,Alquilar,departamento,260.0,-77.02892087605744,-12.130066523338176,10.0,1.0,1.0,1.0,False,5052.0
san borja,Comprar,departamento,197.0,-76.99254326452636,-12.098078575661638,21.0,2.0,4.0,1.0,True,324393.0
santiago de surco,Alquilar,casa,75.0,-76.99916900422974,-12.14119756331039,40.0,3.0,3.0,3.0,False,590.0
san isidro,Comprar,departamento,68.0,-77.029228,-12.102926878415365,32.0,1.0,6.0,0.0,False,67671.0
pueblo libre,Comprar,departamento,535.0,-77.062874,-12.070386790707152,11.0,3.0,5.0,0.0,False,8700.0
san miguel,Comprar,departamento,199.0,-77.09493549999998,-12.077681199999999,5.0,2.0,2.0,1.0,False,526867.0
pueblo libre,Comprar,departamento,55.0,-77.06290603914795,-12.070355319189925,11.0,4.0,5.0,0.0,False,429.0
santiago de surco,Comprar,departamento,120.0,-76.97079440000002,-12.104925999999999,20.0,2.0,2.0,0.0,False,725.0
ate,Comprar,casa,170.0,-76.98374770000001,-12.0769909,3.0,3.0,3.0,1.0,False,1836.0
santiago de surco,Comprar,casa,282.0,-76.97236819999998,-12.0943282,11.0,4.0,4.0,4.0,False,482000.0
san miguel,Alquilar,departamento,550.0,-77.09903419999998,-12.084455,0.0,1.0,1.0,1.0,False,775000.0
san borja,Comprar,departamento,550.0,-77.009619,-12.096291,0.0,3.0,3.0,1.0,False,711817.0
san miguel,Comprar,departamento,159.0,-77.09261240000001,-12.0827745,2.0,2.0,3.0,0.0,False,90000.0
santiago de surco,Comprar,departamento,287.0,-76.9799335312,-12.1255648051,0.0,4.0,3.0,0.0,False,730000.0
santiago de surco,Comprar,departamento,75.0,-76.9935972984,-12.124376421,0.0,4.0,3.0,2.0,False,620.0
san martin de porres,Comprar,departamento,240.0,-77.0610543,-12.008550099999999,0.0,1.0,3.0,0.0,False,2100.0
san borja,Comprar,casa,115.0,-76.9931321,-12.0919989,0.0,3.0,4.0,2.0,False,780.0
ate,Alquilar,departamento,115.0,-76.98393759999998,-12.0781793,7.0,2.0,3.0,0.0,False,115000.0
ate,Comprar,casa,330.0,-76.98393759999998,-12.0781793,20.0,2.0,4.0,2.0,False,1900.0
lima,Comprar,departamento,111.0,-77.06004420000001,-12.0596041,40.0,2.0,3.0,0.0,False,300000.0
santiago de surco,Comprar,departamento,282.0,-76.95952199999999,-12.105015,12.0,4.0,3.0,2.0,False,482000.0
pueblo libre,Alquilar,casa,199.0,-77.07618389999998,-12.0745266,40.0,2.0,5.0,2.0,False,545000.0
santiago de surco,Alquilar,departamento,240.0,-77.0018634492,-12.142421291700002,16.0,1.0,1.0,0.0,False,2100.0
santiago de surco,Comprar,departamento,85.0,-76.9764124,-12.1288893,5.0,3.0,3.0,2.0,False,175050.0
san isidro,Alquilar,departamento,125.0,-77.0380445,-12.1006103,12.0,1.0,1.0,0.0,False,165000.0
san miguel,Comprar,departamento,197.0,-77.097511573,-12.063726116199998,39.0,1.0,3.0,0.0,False,335000.0
santiago de surco,Comprar,departamento,100.0,-76.963899,-12.1075323,12.0,4.0,3.0,2.0,False,650.0
pueblo libre,Alquilar,casa,180.0,-77.0761839,-12.0745266,35.0,2.0,5.0,2.0,False,900.0
san miguel,Comprar,departamento,210.0,-77.0950860805,-12.0659038316,15.0,2.0,3.0,1.0,False,270000.0
barranco,Comprar,casa,125.0,-77.02628940000001,-12.0627539,19.0,2.0,4.0,1.0,False,165000.0
miraflores,Alquilar,departamento,535.0,-77.040082,-12.122947300000002,5.0,3.0,2.0,2.0,False,9000.0
jesus maria,Comprar,departamento,68.0,-77.052543,-12.082908,0.0,2.0,3.0,0.0,False,70000.0
santiago de surco,Comprar,departamento,91.0,-76.9905251,-12.123728300000002,20.0,2.0,3.0,1.0,False,180000.0
santiago de surco,Comprar,departamento,85.0,-76.9621214650818,-12.08565113135326,20.0,2.0,3.0,2.0,True,175050.0
san martin de porres,Comprar,casa,78.0,-77.09349859999998,-12.004178,19.0,3.0,5.0,1.0,False,600.0
san borja,Comprar,departamento,106.0,-76.98086509999999,-12.097563599999999,9.0,3.0,3.0,2.0,False,156000.0
san isidro,Comprar,departamento,100.0,-77.02818429999998,-12.1017827,0.0,1.0,1.0,1.0,True,608.0
san borja,Comprar,departamento,72.0,-77.00250439999998,-12.0961564,24.0,3.0,5.0,0.0,False,75000.0
santiago de surco,Alquilar,departamento,68.0,-76.99387259999999,-12.1213228,11.0,4.0,3.0,1.0,False,70000.0
santiago de surco,Comprar,departamento,199.0,-76.9965157,-12.1431675,15.0,3.0,3.0,1.0,False,545000.0
lince,Alquilar,departamento,55.0,-77.041309,-12.083445763312383,4.0,2.0,2.0,1.0,False,429.0
lince,Alquilar,departamento,45.0,-77.04560599999998,-12.0914282,4.0,1.0,1.0,2.0,False,375.0
santiago de surco,Alquilar,departamento,260.0,-76.99654,-12.137359513185297,0.0,1.0,2.0,0.0,False,5300.0
carabayllo,Comprar,casa,102.0,-76.9570269,-12.0384188,7.0,2.0,3.0,1.0,False,362500.0
miraflores,Alquilar,departamento,197.0,-77.0389969,-12.1097435,6.0,3.0,3.0,3.0,False,335000.0
santiago de surco,Comprar,departamento,159.0,-77.00510609999998,-12.1366288,0.0,3.0,4.0,1.0,False,90000.0
miraflores,Comprar,departamento,90.0,-77.0265663,-12.1362424,8.0,4.0,3.0,2.0,False,115000.0
villa maria del triunfo,Comprar,casa,330.0,-76.9268541,-12.1953284,22.0,5.0,6.0,0.0,False,470000.0
miraflores,Comprar,departamento,282.0,-77.0087027,-12.1182038,6.0,2.0,2.0,2.0,False,482000.0
san isidro,Comprar,departamento,125.0,-77.0482488,-12.095991999999999,5.0,2.0,3.0,2.0,False,165000.0
magdalena,Comprar,departamento,78.0,-77.0686197,-12.0928288,40.0,2.0,3.0,0.0,False,600.0
la molina,Comprar,casa,180.0,-76.928234,-12.082019599999999,31.0,4.0,6.0,2.0,False,900.0
santiago de surco,Alquilar,departamento,106.0,-76.99920639999998,-12.139396000000001,0.0,4.0,2.0,1.0,False,156000.0
la molina,Comprar,casa,100.0,-76.928234,-12.082019599999999,0.0,4.0,6.0,2.0,False,608.0
miraflores,Comprar,departamento,210.0,-77.041108,-12.117692015052144,20.0,1.0,2.0,1.0,False,270000.0
santiago de surco,Comprar,departamento,70.0,-76.963266749707,-12.0827452278498,9.0,2.0,3.0,0.0,True,268.0
miraflores,Alquilar,departamento,125.0,-77.02293039999998,-12.1348499,15.0,2.0,3.0,1.0,False,650.0
san miguel,Comprar,departamento,287.0,-77.092577,-12.077123640357904,5.0,2.0,2.0,1.0,False,730000.0
san borja,Comprar,departamento,260.0,-76.98472,-12.1110089,12.0,4.0,3.0,2.0,False,1550.0
magdalena,Alquilar,departamento,95.0,-77.05955259999999,-12.0955493,10.0,2.0,2.0,1.0,False,416.0
santiago de surco,Comprar,departamento,550.0,-76.9870882,-12.1146545,0.0,6.0,4.0,3.0,False,775000.0
san martin de porres,Comprar,casa,260.0,-77.089174,-12.027199123775684,50.0,3.0,4.0,0.0,False,530000.0
santiago de surco,Alquilar,departamento,197.0,-76.97020690000001,-12.1256375,15.0,2.0,1.0,0.0,False,335000.0
san isidro,Alquilar,departamento,159.0,-77.04946170000001,-12.094634300000001,23.0,3.0,3.0,2.0,False,90000.0
san isidro,Alquilar,departamento,125.0,-77.03845591653288,-12.093319921464813,13.0,1.0,1.0,1.0,True,265000.0
comas,Comprar,departamento,170.0,-77.05962199999999,-11.92672447078337,6.0,2.0,3.0,0.0,False,1800.0
