location.district,operation_type.name,property_type.name,usd_price,total_area,years_old,bathrooms,bedrooms,garages,has_swimming_pool,lon,lat
lurin,Alquilar,terreno-lote,4406.0,400.0,9.489178011893621,2.0,3.0,2.0,True,-12.2558312,-76.9222528
san borja,Alquilar,departamento,659.24,84.0,10.0,2.0,2.0,1.0,False,-12.091831,-76.98150849999999
lima,Comprar,oficina,87000.0,51.0,49.0,1.0,3.0,0.0,False,-12.04689,-77.0322769
santiago de surco,Comprar,departamento,292000.0,179.0,18.0,3.0,3.0,2.0,True,-12.0866339,-76.9650881
santiago de surco,Comprar,departamento,219000.0,147.0,5.0,2.0,3.0,2.0,False,-12.1245815,-76.9714672
miraflores,Alquilar,oficina,850.0,65.0,1.0,1.0,3.0,2.0,False,-12.1203592,-77.03284599999999
san isidro,Comprar,casa,1500000.0,561.0,41.0,5.0,4.0,3.0,False,-12.0986648,-77.0574718
lima,Comprar,departamento,87000.0,51.0,49.0,1.0,2.0,0.0,False,-12.0441641,-77.0367114
chorrillos,Alquilar,departamento,121000.0,100.0,17.0,3.0,3.0,1.0,False,-12.180768,-77.0106179
chorrillos,Comprar,departamento,121000.0,100.0,17.0,3.0,3.0,1.0,False,-12.1814151,-77.01133879999999
magdalena,Comprar,departamento,147000.0,62.0,0.0,2.0,2.0,1.0,True,-12.099589023503881,-77.06291
lima,Comprar,departamento,107431.0,73.0,0.0,2.0,3.0,0.0,False,-12.0745202,-77.0318908
lima,Comprar,departamento,107431.0,75.0,0.0,2.0,3.0,0.0,False,-12.0745202,-77.0318908
santiago de surco,Comprar,departamento,289000.0,164.0,0.0,2.0,3.0,2.0,False,-12.1220811,-76.9963144
santiago de surco,Comprar,departamento,112534.717,60.0,0.0,2.0,2.0,1.0,False,-12.1071707,-76.977155
santiago de surco,Alquilar,departamento,976.652,136.0,7.0,4.0,3.0,2.0,True,-12.1063151,-76.974469
pueblo libre,Alquilar,local comercial,1600.0,78.0,10.0,1.0,3.0,0.0,False,-12.0724072,-77.06582630000001
santiago de surco,Comprar,departamento,550000.0,332.0,21.0,4.0,4.0,4.0,False,-12.1151259,-76.98032760000001
barranco,Alquilar,departamento,2750.0,450.0,10.0,4.0,4.0,1.0,False,-12.142308,-77.0232178
chaclacayo,Comprar,casa,185000.0,179.0,47.0,5.0,5.0,1.0,False,-11.978584948728933,-76.777231
san borja,Comprar,casa,660000.0,300.0,50.0,4.0,6.0,2.0,False,-12.091619000736209,-77.000003
santiago de surco,Comprar,casa,500000.0,220.0,15.0,3.0,3.0,2.0,False,-12.104926,-76.97079440000002
miraflores,Alquilar,departamento,1700.0,107.0,5.0,2.0,2.0,2.0,False,-12.1229232,-77.009022
santiago de surco,Comprar,casa,500000.0,220.0,15.0,3.0,3.0,2.0,False,-12.114199248877398,-76.971706
lince,Comprar,departamento,156264.0,108.0,0.0,3.0,3.0,0.0,False,-12.0863418719183,-77.046646
miraflores,Comprar,departamento,350000.0,180.0,2.0,2.0,3.0,1.0,False,-12.1171342,-77.0400516
san isidro,Comprar,departamento,315000.0,147.0,5.0,4.0,3.0,2.0,True,-12.093893722942406,-77.05737
miraflores,Comprar,casa,850000.0,308.0,10.0,3.0,3.0,3.0,False,-12.1219178,-77.00906859999999
miraflores,Comprar,casa,350000.0,180.0,2.0,2.0,3.0,1.0,False,-12.1171342,-77.0400516
miraflores,Comprar,casa,370000.0,153.0,0.0,2.0,5.0,2.0,False,-12.1215439,-77.02757129999999
miraflores,Comprar,departamento,149000.0,87.0,5.0,2.0,3.0,1.0,False,-12.1104825,-77.0498854
pueblo libre,Comprar,casa,475000.0,220.0,41.0,4.0,5.0,2.0,False,-12.0788859,-77.0596541
pueblo libre,Comprar,terreno-lote,475000.0,220.0,0.0,2.0,3.0,0.0,False,-12.0788859,-77.0596541
chorrillos,Comprar,departamento,84000.0,64.0,6.0,2.0,2.0,0.0,False,-12.1742841,-77.0091015
lurin,Comprar,terreno-lote,966875.0,5525.0,0.0,2.0,3.0,0.0,False,-12.2459622,-76.8848967
magdalena,Comprar,departamento,170000.0,130.0,25.0,1.0,2.0,1.0,False,-12.0911483,-77.0630484
barranco,Alquilar,oficina,500.0,85.0,2.0,2.0,3.0,1.0,False,-12.1498216,-77.0190193
punta negra,Comprar,casa,200000.0,110.0,7.0,2.0,4.0,1.0,True,-12.988908628863891,-76.497235
santiago de surco,Alquilar,oficina,800.0,113.0,4.0,3.0,3.0,1.0,False,-12.1326314,-76.99166749999999
santiago de surco,Alquilar,oficina,900.0,116.0,4.0,3.0,3.0,1.0,False,-12.1283054,-76.9884427
lima,Comprar,departamento,135000.0,138.0,40.0,2.0,3.0,0.0,False,-12.063516626794058,-77.075207
san miguel,Comprar,departamento,85457.043,69.0,0.0,2.0,3.0,0.0,False,-12.0796903,-77.0817833
san juan de lurigancho,Comprar,departamento,66500.0,83.0,27.0,1.0,2.0,0.0,False,-12.020876263201924,-77.007805
carabayllo,Comprar,casa,109000.0,250.0,35.0,3.0,6.0,0.0,False,-12.0041889,-77.0572624
chorrillos,Comprar,casa,130000.0,102.0,25.0,3.0,3.0,1.0,False,-12.18208949270102,-77.00548
san martin de porres,Comprar,terreno-lote,280000.0,367.0,0.0,2.0,3.0,0.0,False,-12.01580570344144,-77.063754
san juan de lurigancho,Comprar,departamento,67300.0,77.0,27.0,1.0,2.0,0.0,False,-12.020884137193468,-77.007779
san juan de lurigancho,Comprar,casa,109000.0,224.0,10.0,4.0,9.0,0.0,False,-11.964131853754493,-76.976719
chorrillos,Comprar,casa,131000.0,102.0,25.0,3.0,3.0,1.0,False,-12.182110467186439,-77.00548
miraflores,Comprar,departamento,130000.0,72.0,6.0,1.0,1.0,1.0,True,-12.117715,-77.0263858
san isidro,Comprar,departamento,270000.0,137.0,5.0,3.0,3.0,2.0,True,-12.094649,-77.0426945
santiago de surco,Comprar,departamento,109629.177,91.0,14.0,2.0,3.0,1.0,False,-12.1648832,-76.988276
pueblo libre,Comprar,departamento,113000.0,70.0,0.0,2.0,2.0,0.0,True,-12.0741679,-77.07912859999999
callao,Comprar,departamento,89000.0,104.0,0.0,1.0,3.0,0.0,False,-12.0543754,-77.12766289999999
san miguel,Comprar,departamento,96000.0,70.0,0.0,1.0,3.0,0.0,False,-12.0730711,-77.1020448
callao,Comprar,terreno-lote,119000.0,100.0,0.0,2.0,3.0,0.0,False,-12.0304286,-77.1019568
san miguel,Comprar,departamento,149000.0,89.0,2.0,2.0,3.0,0.0,False,-12.082119127944777,-77.076637
chorrillos,Alquilar,departamento,427.285,80.0,4.0,2.0,3.0,0.0,False,-12.1715066,-76.9983075
surquillo,Comprar,departamento,105000.0,66.0,15.0,2.0,3.0,1.0,False,-12.1065333,-77.021158
santiago de surco,Comprar,casa,580000.0,204.0,0.0,1.0,5.0,1.0,False,-12.1366288,-77.00510609999999
rimac,Comprar,casa,190000.0,270.0,0.0,1.0,4.0,0.0,False,-12.0317255,-77.0337569
la molina,Comprar,terreno-lote,220000.0,160.0,0.0,2.0,3.0,0.0,False,-12.0709117,-76.9419144
san borja,Comprar,casa,370000.0,185.0,0.0,2.0,3.0,2.0,False,-12.0933405,-76.9945203
san borja,Comprar,casa,370000.0,240.0,0.0,2.0,3.0,2.0,False,-12.0933405,-76.9945203
santiago de surco,Comprar,casa,350000.0,231.0,50.0,2.0,4.0,2.0,False,-12.125467,-76.9876852
puente piedra,Comprar,casa,88000.0,113.0,0.0,2.0,3.0,0.0,False,-11.9307275,-77.0845064
santiago de surco,Alquilar,departamento,415.077,42.0,20.0,1.0,1.0,1.0,False,-12.1048909,-76.9555216
santiago de surco,Comprar,departamento,275000.0,130.0,12.0,3.0,3.0,2.0,False,-12.112395903677086,-76.99393
la victoria,Comprar,departamento,80000.0,40.0,0.0,1.0,1.0,1.0,True,-12.0845537,-77.0253719
magdalena,Alquilar,departamento,561.575,73.0,2.0,2.0,2.0,1.0,True,-12.0957417,-77.0705182
santiago de surco,Comprar,departamento,189665.0,100.0,6.0,4.0,3.0,2.0,False,-12.127766,-76.99563669999999
la molina,Comprar,casa,800000.0,333.0,2.0,4.0,8.0,1.0,False,-12.0716585,-76.9570744
miraflores,Alquilar,oficina,2000.0,234.0,0.0,3.0,3.0,0.0,False,-12.125507,-77.02941249999999
comas,Comprar,terreno-lote,4473040.0,13156.0,0.0,2.0,3.0,0.0,False,-11.891891054182855,-77.052497
surquillo,Comprar,departamento,150000.0,74.0,2.0,2.0,3.0,1.0,False,-12.1182819,-77.0154352
la molina,Comprar,departamento,155500.0,110.0,0.0,3.0,3.0,1.0,False,-12.1019895,-76.93452769999999
santiago de surco,Comprar,departamento,220000.0,109.0,0.0,3.0,3.0,2.0,False,-12.125948361196885,-76.991196
san miguel,Comprar,departamento,103000.0,78.0,6.0,2.0,3.0,0.0,True,-12.0811355,-77.0949704
jesus maria,Comprar,departamento,104990.081,69.0,5.0,2.0,3.0,0.0,False,-12.066272,-77.0444255
san martin de porres,Comprar,local comercial,300000.0,160.0,3.0,0.0,0.0,1.0,False,-12.0021324,-77.0571659
magdalena,Comprar,departamento,185000.0,100.0,6.0,3.0,3.0,1.0,False,-12.0999062,-77.06284389999999
magdalena,Comprar,departamento,310000.0,196.0,0.0,3.0,4.0,1.0,False,-12.0992649,-77.0658219
chorrillos,Comprar,terreno-lote,1100000.0,1200.0,0.0,2.0,3.0,0.0,True,-12.1970418,-77.0139123
jesus maria,Comprar,terreno-lote,1000000.0,424.0,0.0,2.0,3.0,0.0,False,-12.0714928,-77.03957129999999
miraflores,Comprar,local comercial,700000.0,300.0,29.0,3.0,1.0,4.0,False,-12.1149275,-77.0439596
barranco,Alquilar,departamento,415.077,28.0,0.0,1.0,1.0,0.0,True,-12.1436699,-77.0219036
barranco,Comprar,departamento,250000.0,88.0,7.0,2.0,2.0,1.0,False,-12.1393801,-77.0207645
ate,Alquilar,local comercial,382.0,40.0,15.0,1.0,3.0,0.0,False,-12.0282851,-76.9052494
ate,Alquilar,local comercial,376.0,40.0,19.0,1.0,1.0,0.0,False,-12.0282851,-76.9052494
san juan de lurigancho,Comprar,departamento,78800.0,84.0,0.0,1.0,2.0,0.0,False,-12.020847511048709,-77.007787
san miguel,Comprar,departamento,110000.0,125.0,6.0,2.0,3.0,0.0,False,-12.0789829,-77.10465599999999
magdalena,Comprar,departamento,170000.0,82.0,3.0,2.0,2.0,1.0,False,-12.09927,-77.0693215
santiago de surco,Comprar,departamento,275000.0,139.0,0.0,3.0,2.0,2.0,False,-12.1265877,-76.9850122
breña,Comprar,departamento,86000.0,72.0,6.0,2.0,3.0,0.0,True,-12.0663176,-77.0535384
ate,Comprar,terreno-lote,2995700.0,2066.0,0.0,2.0,3.0,0.0,False,-12.0196757,-76.9006304
miraflores,Comprar,departamento,673000.0,255.0,15.0,4.0,4.0,1.0,False,-12.1229473,-77.040082
comas,Comprar,casa,230000.0,120.0,0.0,10.0,10.0,0.0,False,-11.9365238,-77.0540113
miraflores,Comprar,oficina,210000.0,102.0,7.0,2.0,3.0,2.0,False,-12.1264676,-77.0165066
villa el salvador,Comprar,casa,150000.0,140.0,22.0,3.0,5.0,1.0,False,-12.2199741,-76.95170329999999
santiago de surco,Comprar,local comercial,60000.0,27.0,0.0,1.0,3.0,0.0,False,-12.1113843,-76.99121989999999
san miguel,Comprar,departamento,132000.0,86.0,0.0,2.0,3.0,1.0,False,-12.0859941,-77.08248019999999
santiago de surco,Comprar,departamento,250000.0,173.0,0.0,3.0,2.0,2.0,False,-12.125801508766116,-76.991132
rimac,Comprar,departamento,73000.0,70.0,7.0,2.0,3.0,0.0,False,-12.0165855,-77.0430107
la molina,Alquilar,departamento,550.0,90.0,20.0,2.0,3.0,1.0,False,-12.1012706,-76.9489146
villa maria del triunfo,Comprar,departamento,50000.0,79.0,5.0,2.0,2.0,0.0,False,-12.1752602,-76.9450607
carabayllo,Comprar,terreno-lote,51000.0,127.0,0.0,2.0,3.0,0.0,False,-11.8459594,-77.07775339999999
villa el salvador,Alquilar,local comercial,5500.0,1000.0,0.0,2.0,3.0,1.0,False,-12.227973172871673,-76.969633
chorrillos,Comprar,departamento,120000.0,156.0,20.0,2.0,4.0,0.0,False,-12.2006453,-77.0115237
santiago de surco,Alquilar,departamento,600.0,75.0,3.0,2.0,1.0,2.0,False,-12.115879,-76.972407
magdalena,Comprar,departamento,135000.0,121.0,20.0,2.0,3.0,0.0,False,-12.0912902,-77.075121
lima,Comprar,departamento,239000.0,240.0,16.0,2.0,4.0,0.0,False,-12.0634035,-77.0748796
santiago de surco,Comprar,departamento,339000.0,200.0,0.0,3.0,3.0,2.0,False,-12.12283297443431,-76.989887
san juan de miraflores,Comprar,casa,270000.0,200.0,0.0,8.0,7.0,1.0,False,-12.1796761,-76.9801476
pueblo libre,Comprar,departamento,157000.0,86.0,1.0,2.0,3.0,1.0,False,-12.071236195278477,-77.064926
miraflores,Comprar,departamento,220000.0,98.0,5.0,3.0,3.0,1.0,False,-12.1156405,-77.04512299999999
san miguel,Comprar,casa,509000.0,390.0,11.0,3.0,9.0,1.0,False,-12.0776812,-77.09493549999999
magdalena,Comprar,departamento,145000.0,75.0,2.0,2.0,3.0,1.0,False,-12.0898118,-77.0660523
santiago de surco,Comprar,departamento,314500.0,214.0,1.0,2.0,3.0,1.0,False,-12.1423851,-76.9989903
miraflores,Comprar,departamento,595000.0,235.0,4.0,4.0,3.0,3.0,False,-12.125127,-77.0337893
san miguel,Comprar,casa,354000.0,335.0,28.0,4.0,8.0,2.0,False,-12.082100768383711,-77.07681
san juan de miraflores,Comprar,departamento,112000.0,117.0,0.0,2.0,3.0,0.0,False,-12.1806119,-76.98087679999999
san juan de miraflores,Comprar,departamento,117000.0,117.0,0.0,2.0,3.0,0.0,False,-12.1806119,-76.98087679999999
san juan de miraflores,Comprar,departamento,145000.0,157.0,0.0,2.0,3.0,0.0,False,-12.1806119,-76.98087679999999
miraflores,Comprar,departamento,232000.0,108.0,26.0,2.0,3.0,1.0,False,-12.1266433,-77.0260809
san juan de miraflores,Comprar,departamento,60000.0,51.0,0.0,1.0,2.0,0.0,False,-12.1623542,-76.9767569
lima,Alquilar,oficina,341.828,55.0,40.0,1.0,3.0,0.0,False,-12.0678577,-77.0372385
jesus maria,Comprar,local comercial,480000.0,170.0,0.0,3.0,3.0,2.0,False,-12.076027842005837,-77.042046
miraflores,Alquilar,departamento,2300.0,235.0,4.0,4.0,3.0,1.0,False,-12.125127,-77.0337893
san miguel,Comprar,departamento,100000.0,80.0,10.0,2.0,3.0,1.0,False,-12.0832462,-77.0984434
jesus maria,Comprar,departamento,85000.0,47.0,3.0,1.0,1.0,1.0,False,-12.066272,-77.0444255
santiago de surco,Comprar,departamento,225000.0,104.0,12.0,3.0,2.0,1.0,False,-12.1312961,-76.98245709999999
san martin de porres,Alquilar,departamento,146.498,57.0,6.0,1.0,1.0,0.0,False,-11.9443321,-77.0895953
santiago de surco,Comprar,departamento,110000.0,75.0,5.0,2.0,3.0,1.0,True,-12.1507509,-77.00565069999999
miraflores,Alquilar,departamento,700.0,65.0,8.0,2.0,2.0,1.0,True,-12.1145456,-77.0299304
surquillo,Comprar,terreno-lote,80000.0,243.0,0.0,2.0,3.0,0.0,False,-12.1179639,-77.0248742
comas,Alquilar,local comercial,753.0,260.0,15.0,2.0,3.0,0.0,False,-11.9265642,-77.05230569999999
lurin,Comprar,local industrial,350000.0,1234.0,10.0,2.0,3.0,4.0,False,-12.262992510784116,-76.889563
carabayllo,Alquilar,local comercial,732.489,119.0,0.0,8.0,4.0,0.0,False,-11.8412736,-77.0457607
san martin de porres,Alquilar,local comercial,2500.0,226.0,0.0,6.0,5.0,0.0,False,-11.9831343,-77.0776842
pachacamac,Comprar,terreno-lote,85000.0,1198.0,0.0,2.0,3.0,0.0,False,-12.2098369,-76.84290589999999
los olivos,Comprar,local comercial,550000.0,160.0,20.0,2.0,3.0,1.0,False,-11.968599,-77.0678958
miraflores,Comprar,departamento,510000.0,186.0,11.0,3.0,3.0,1.0,False,-12.134267,-77.0238588
carabayllo,Comprar,terreno-lote,32000.0,94.0,0.0,2.0,3.0,0.0,False,-11.8384284,-77.0507344
villa el salvador,Comprar,terreno-lote,170000.0,140.0,0.0,2.0,3.0,0.0,False,-12.2138095,-76.9480004
san martin de porres,Alquilar,departamento,310.0,160.0,8.0,1.0,3.0,0.0,False,-12.0219093,-77.06148329999999
santiago de surco,Comprar,departamento,205000.0,116.0,4.0,3.0,2.0,2.0,False,-12.1204413,-76.97741549999999
san isidro,Alquilar,departamento,850.0,120.0,15.0,2.0,3.0,0.0,False,-12.099935558286269,-77.03657624166412
miraflores,Comprar,departamento,200000.0,115.0,6.0,3.0,3.0,1.0,False,-12.117715,-77.0263858
santiago de surco,Comprar,departamento,200000.0,138.0,4.0,3.0,3.0,1.0,False,-12.1288893,-76.9764124
pucusana,Alquilar,terreno-lote,1220.815,640.0,0.0,2.0,3.0,0.0,False,-11.8427777,-77.1043807
miraflores,Alquilar,departamento,900.0,95.0,0.0,2.0,3.0,1.0,False,-12.1291087,-77.0239718
lima,Comprar,local comercial,420000.0,1514.0,0.0,0.0,3.0,0.0,False,-12.1093197,-77.0368077
miraflores,Alquilar,oficina,360.0,30.0,30.0,1.0,2.0,0.0,False,-12.123946270902348,-77.02686673961182
miraflores,Alquilar,local comercial,260.0,12.0,29.0,1.0,2.0,0.0,False,-12.1269899,-77.0269811
santiago de surco,Comprar,departamento,315000.0,220.0,19.0,4.0,3.0,2.0,False,-12.1174191,-76.99075599999999
santiago de surco,Comprar,departamento,245000.0,140.0,7.0,2.0,2.0,2.0,False,-12.1150336,-76.98247529999999
santiago de surco,Comprar,departamento,134000.0,116.0,0.0,2.0,3.0,1.0,False,-12.1416088,-76.9918155
santiago de surco,Alquilar,departamento,684.0,90.0,0.0,2.0,3.0,1.0,False,-12.1424397,-76.99682229999999
san isidro,Comprar,departamento,750000.0,276.0,0.0,3.0,3.0,4.0,False,-12.108019,-77.0438983
santiago de surco,Comprar,departamento,75000.0,71.0,0.0,1.0,2.0,0.0,False,-12.1416088,-76.9918155
miraflores,Alquilar,departamento,850.0,115.0,12.0,3.0,3.0,1.0,False,-12.1222588,-77.0369266
san isidro,Alquilar,departamento,2700.0,270.0,10.0,4.0,3.0,2.0,False,-12.1016231,-77.0380637
lince,Alquilar,departamento,537.159,85.0,5.0,2.0,3.0,0.0,False,-12.0867499,-77.02818549999999
miraflores,Comprar,departamento,265000.0,105.0,0.0,3.0,2.0,2.0,False,-12.1113711,-77.03926779999999
san isidro,Alquilar,departamento,700.0,48.0,10.0,1.0,1.0,1.0,True,-12.0941455,-77.04732810000002
surquillo,Comprar,departamento,150000.0,95.0,12.0,3.0,3.0,1.0,False,-12.1051598,-77.0263973
miraflores,Alquilar,departamento,900.0,110.0,25.0,3.0,3.0,1.0,False,-12.12633,-77.03300999999999
santiago de surco,Alquilar,departamento,1902.03,261.0,6.0,4.0,3.0,2.0,True,-12.1018744,-76.9632034
san martin de porres,Comprar,casa,122000.0,155.0,16.0,3.0,4.0,1.0,False,-11.9399142,-77.0851769
santiago de surco,Alquilar,departamento,683.656,101.0,13.0,2.0,3.0,1.0,False,-12.0990216,-76.97864009999999
miraflores,Alquilar,departamento,550.0,65.0,4.0,1.0,1.0,1.0,False,-12.1222278,-77.02605489999999
san isidro,Alquilar,oficina,600.0,43.0,0.0,1.0,3.0,1.0,False,-12.1088637,-77.03836559999999
santiago de surco,Comprar,departamento,210000.0,114.0,7.0,3.0,3.0,2.0,False,-12.1416088,-76.9918155
magdalena,Comprar,casa,170000.0,137.0,48.0,4.0,0.0,0.0,False,-12.0970645,-77.0702036
ate,Comprar,departamento,82000.0,90.0,10.0,2.0,3.0,0.0,False,-12.0335675,-76.9314756
san juan de miraflores,Comprar,casa,220000.0,160.0,17.0,3.0,5.0,0.0,False,-12.1617838,-76.9753494
miraflores,Comprar,departamento,230000.0,120.0,7.0,3.0,3.0,2.0,False,-12.1329612,-77.0210393
magdalena,Comprar,departamento,120000.0,139.0,33.0,2.0,3.0,0.0,False,-12.0962159,-77.0676976
santiago de surco,Comprar,departamento,435000.0,298.0,8.0,4.0,4.0,2.0,False,-12.1176579,-76.9804681
santiago de surco,Comprar,oficina,189000.0,84.0,8.0,2.0,3.0,2.0,False,-12.0942532,-76.9738043
santiago de surco,Comprar,departamento,200000.0,110.0,10.0,3.0,3.0,1.0,False,-12.1257125,-76.9700797
lince,Comprar,terreno-lote,47000.0,170.0,0.0,2.0,3.0,0.0,False,-12.0840123,-77.0466708
magdalena,Comprar,departamento,139000.0,89.0,7.0,2.0,3.0,1.0,False,-12.0904161,-77.0700298
magdalena,Comprar,departamento,144000.0,103.0,5.0,2.0,3.0,1.0,False,-12.0910146,-77.07142259999999
barranco,Comprar,departamento,122000.0,40.0,0.0,1.0,1.0,0.0,True,-12.137808284071934,-77.022414
miraflores,Comprar,departamento,250000.0,113.0,0.0,2.0,2.0,0.0,False,-12.129787197789414,-77.026056
san isidro,Comprar,departamento,335000.0,129.0,0.0,2.0,3.0,2.0,False,-12.1097435,-77.0389969
san isidro,Alquilar,departamento,650.0,51.0,2.0,1.0,1.0,1.0,False,-12.1022134,-77.0306399
miraflores,Alquilar,departamento,1650.0,210.0,31.0,3.0,3.0,1.0,False,-12.1310142,-77.0316528
magdalena,Comprar,departamento,90000.0,66.0,33.0,1.0,2.0,0.0,False,-12.0962159,-77.0676976
san borja,Alquilar,departamento,780.0,100.0,20.0,2.0,3.0,0.0,False,-12.109849,-76.9981469
santiago de surco,Comprar,casa,7000000.0,5727.0,8.0,0.0,0.0,0.0,False,-12.1416088,-76.9918155
san miguel,Comprar,departamento,86000.0,76.0,6.0,2.0,2.0,0.0,False,-12.081515048681084,-77.10566
surquillo,Alquilar,departamento,451.702,80.0,0.0,2.0,3.0,1.0,False,-12.116268309873666,-77.007463
miraflores,Alquilar,departamento,488.326,70.0,10.0,1.0,2.0,0.0,False,-12.111594,-77.0369652
san borja,Comprar,casa,620000.0,360.0,39.0,4.0,7.0,3.0,True,-12.1020193,-77.0022924
la molina,Comprar,casa,557863.574,315.0,9.0,3.0,4.0,2.0,True,-12.0851916,-76.9532681
rimac,Alquilar,departamento,317.412,69.0,0.0,2.0,3.0,0.0,False,-12.0165855,-77.0430107
miraflores,Comprar,oficina,149427.743,51.0,2.0,1.0,3.0,0.0,False,-12.1110444,-77.0504696
rimac,Comprar,casa,180000.0,270.0,0.0,1.0,4.0,0.0,False,-12.0317255,-77.0337569
san isidro,Comprar,departamento,670000.0,300.0,29.0,4.0,3.0,2.0,False,-12.099211,-77.0458191
barranco,Comprar,departamento,149000.0,65.0,6.0,1.0,1.0,1.0,False,-12.1323555,-77.0204399
santiago de surco,Comprar,casa,2100000.0,1140.0,10.0,3.0,5.0,3.0,True,-12.1129642706221,-76.9643909716888
barranco,Alquilar,departamento,1800.0,240.0,10.0,4.0,3.0,3.0,False,-12.139646,-77.0262911
san borja,Comprar,departamento,220000.0,110.0,0.0,3.0,3.0,1.0,False,-12.0933949,-76.9921997
la molina,Comprar,casa,450000.0,315.0,12.0,4.0,4.0,3.0,False,-12.0838651,-76.8978944
miraflores,Comprar,oficina,141000.0,44.0,3.0,1.0,3.0,2.0,False,-12.1135305,-77.0453003
san borja,Alquilar,departamento,781.322,101.0,8.0,3.0,3.0,1.0,False,-12.0933405,-76.9945203
barranco,Alquilar,departamento,451.702,32.0,1.0,1.0,1.0,0.0,True,-12.1370827,-77.0225368
barranco,Alquilar,departamento,647.032,75.0,8.0,2.0,2.0,1.0,False,-12.1364911,-77.0206465
barranco,Alquilar,departamento,650.0,41.0,2.0,2.0,1.0,1.0,True,-12.139109976803947,-77.019256
san borja,Comprar,departamento,230000.0,132.0,11.0,3.0,3.0,2.0,False,-12.1020193,-77.0022924
san borja,Comprar,casa,590000.0,310.0,46.0,3.0,5.0,2.0,False,-12.1008832,-77.0008124
san miguel,Comprar,local comercial,90000.0,63.0,31.0,1.0,3.0,0.0,False,-12.0699849,-77.0984469
san isidro,Alquilar,departamento,927.819,150.0,10.0,3.0,3.0,2.0,False,-12.1025562,-77.05782219999999
santiago de surco,Comprar,departamento,348000.0,196.0,14.0,3.0,3.0,2.0,False,-12.1311151,-77.0174436
miraflores,Alquilar,departamento,683.656,120.0,23.0,2.0,3.0,1.0,False,-12.1232751,-77.03538879999999
miraflores,Comprar,departamento,160000.0,48.0,10.0,1.0,1.0,1.0,True,-12.1287576,-77.0243292
san miguel,Alquilar,local comercial,4500.0,240.0,0.0,3.0,3.0,2.0,False,-11.9991045,-77.1207633
pueblo libre,Comprar,departamento,123000.0,117.0,0.0,3.0,3.0,1.0,False,-12.0819786,-77.0646476
lima,Alquilar,oficina,940.027,110.0,51.0,0.0,3.0,0.0,False,-12.0324679,-77.0814568
chorrillos,Comprar,departamento,92781.932,95.0,10.0,3.0,4.0,0.0,False,-12.170210420468486,-77.009514
miraflores,Comprar,departamento,245000.0,123.0,5.0,3.0,2.0,1.0,False,-12.122812068664395,-77.015473
miraflores,Comprar,departamento,260000.0,130.0,0.0,4.0,4.0,1.0,False,-12.1149284,-77.0315466
santiago de surco,Alquilar,casa,3500.0,450.0,30.0,7.0,3.0,3.0,False,-12.1374258,-76.9953518
miraflores,Alquilar,oficina,850.0,70.0,1.0,1.0,3.0,2.0,False,-12.1141753,-77.0352357
carabayllo,Comprar,terreno-lote,30000.0,121.0,0.0,2.0,3.0,0.0,False,-11.8373065,-77.0688584
miraflores,Alquilar,departamento,890.0,120.0,20.0,3.0,2.0,1.0,False,-12.1289143,-77.02643479999999
miraflores,Alquilar,oficina,850.0,73.0,1.0,1.0,0.0,1.0,False,-12.1141753,-77.0352357
miraflores,Comprar,departamento,185000.0,108.0,45.0,2.0,4.0,0.0,False,-12.1282027,-77.0257882
