,location.district,operation_type.name,property_type,build_area,longitud,latitud,years_old,bathrooms,bedrooms,garages,has_swimming_pool,usd_price
238,san borja,Comprar,casa,113.0,-76.9945203,-12.0933405,0.0,2.0,3.0,2.0,False,230000.0
239,san borja,Comprar,casa,102.0,-76.9945203,-12.0933405,0.0,2.0,3.0,2.0,False,210000.0
240,santiago de surco,Comprar,casa,225.0,-76.9876852,-12.125467,50.0,2.0,4.0,2.0,False,150000.0
241,puente piedra,Comprar,casa,27.0,-77.0845064,-11.9307275,0.0,2.0,3.0,0.0,False,60000.0
242,santiago de surco,Alquilar,departamento,86.0,-76.95552159999998,-12.1048909,20.0,1.0,1.0,1.0,False,132000.0
243,santiago de surco,Comprar,departamento,123.0,-76.99393,-12.112395903677086,12.0,3.0,3.0,2.0,False,250000.0
244,la victoria,Comprar,departamento,70.0,-77.02537190000001,-12.084553699999999,0.0,1.0,1.0,1.0,True,73000.0
245,magdalena,Alquilar,departamento,90.0,-77.07051820000001,-12.095741699999998,2.0,2.0,2.0,1.0,True,550.0
246,santiago de surco,Comprar,departamento,79.0,-76.99563669999998,-12.127766000000001,6.0,4.0,3.0,2.0,False,50000.0
247,la molina,Comprar,casa,1000.0,-76.95707440000001,-12.0716585,2.0,4.0,8.0,1.0,False,5500.0
248,surquillo,Comprar,departamento,121.0,-77.01543520000001,-12.1182819,2.0,2.0,3.0,1.0,False,135000.0
249,la molina,Comprar,departamento,160.0,-76.93452769999998,-12.1019895,0.0,3.0,3.0,1.0,False,239000.0
250,santiago de surco,Comprar,departamento,200.0,-76.991196,-12.125948361196885,0.0,3.0,3.0,2.0,False,339000.0
251,san miguel,Comprar,departamento,300.0,-77.09497040000001,-12.0811355,6.0,2.0,3.0,0.0,True,270000.0
252,jesus maria,Comprar,departamento,86.0,-77.0444255,-12.066272,5.0,2.0,3.0,0.0,False,157000.0
253,magdalena,Comprar,departamento,170.0,-77.06284389999998,-12.0999062,6.0,3.0,3.0,1.0,False,509000.0
254,magdalena,Comprar,departamento,75.0,-77.0658219,-12.0992649,0.0,3.0,4.0,1.0,False,145000.0
255,barranco,Alquilar,departamento,117.0,-77.0219036,-12.1436699,0.0,1.0,1.0,0.0,True,112000.0
256,barranco,Comprar,departamento,117.0,-77.0207645,-12.139380099999999,7.0,2.0,2.0,1.0,False,117000.0
257,san juan de lurigancho,Comprar,departamento,51.0,-77.007787,-12.020847511048707,0.0,1.0,2.0,0.0,False,60000.0
258,san miguel,Comprar,departamento,55.0,-77.10465599999998,-12.0789829,6.0,2.0,3.0,0.0,False,341.828
259,magdalena,Comprar,departamento,245.0,-77.0693215,-12.099269999999999,3.0,2.0,2.0,1.0,False,480000.0
260,santiago de surco,Comprar,departamento,235.0,-76.9850122,-12.1265877,0.0,3.0,2.0,2.0,False,2300.0
261,breña,Comprar,departamento,80.0,-77.05353840000001,-12.0663176,6.0,2.0,3.0,0.0,True,100000.0
262,miraflores,Comprar,departamento,104.0,-77.040082,-12.122947300000002,15.0,4.0,4.0,1.0,False,225000.0
263,comas,Comprar,casa,57.0,-77.0540113,-11.936523800000002,0.0,10.0,10.0,0.0,False,146.498
264,villa el salvador,Comprar,casa,65.0,-76.95170329999998,-12.2199741,22.0,3.0,5.0,1.0,False,700.0
265,san miguel,Comprar,departamento,80.0,-77.08248019999998,-12.085994099999999,0.0,2.0,3.0,1.0,False,350000.0
266,santiago de surco,Comprar,departamento,440.0,-76.991132,-12.125801508766115,0.0,3.0,2.0,2.0,False,732.489
267,rimac,Comprar,departamento,226.0,-77.04301070000001,-12.0165855,7.0,2.0,3.0,0.0,False,2500.0
268,la molina,Alquilar,departamento,1198.0,-76.9489146,-12.1012706,20.0,2.0,3.0,1.0,False,85000.0
269,villa maria del triunfo,Comprar,departamento,400.0,-76.94506070000001,-12.1752602,5.0,2.0,2.0,0.0,False,550000.0
270,chorrillos,Comprar,departamento,116.0,-77.01152370000001,-12.200645300000001,20.0,2.0,4.0,0.0,False,205000.0
271,santiago de surco,Alquilar,departamento,120.0,-76.97240699999999,-12.115879,3.0,2.0,1.0,2.0,False,850.0
272,magdalena,Comprar,departamento,115.0,-77.075121,-12.0912902,20.0,2.0,3.0,0.0,False,200000.0
273,lima,Comprar,departamento,138.0,-77.0748796,-12.0634035,16.0,2.0,4.0,0.0,False,200000.0
274,santiago de surco,Comprar,departamento,95.0,-76.989887,-12.122832974434312,0.0,3.0,3.0,2.0,False,900.0
275,san juan de miraflores,Comprar,casa,1514.0,-76.9801476,-12.1796761,0.0,8.0,7.0,1.0,False,420000.0
276,pueblo libre,Comprar,departamento,30.0,-77.064926,-12.071236195278475,1.0,2.0,3.0,1.0,False,360.0
277,miraflores,Comprar,departamento,12.0,-77.04512299999998,-12.1156405,5.0,3.0,3.0,1.0,False,260.0
278,san miguel,Comprar,casa,165.0,-77.09493549999998,-12.077681199999999,11.0,3.0,9.0,1.0,False,315000.0
279,magdalena,Comprar,departamento,140.0,-77.0660523,-12.0898118,2.0,2.0,3.0,1.0,False,245000.0
280,santiago de surco,Comprar,departamento,116.0,-76.99899029999999,-12.1423851,1.0,2.0,3.0,1.0,False,134000.0
281,miraflores,Comprar,departamento,90.0,-77.0337893,-12.125127,4.0,4.0,3.0,3.0,False,684.0
282,san miguel,Comprar,casa,276.0,-77.07681,-12.082100768383713,28.0,4.0,8.0,2.0,False,750000.0
283,san juan de miraflores,Comprar,departamento,71.0,-76.98087679999998,-12.1806119,0.0,2.0,3.0,0.0,False,75000.0
284,san juan de miraflores,Comprar,departamento,115.0,-76.98087679999998,-12.1806119,0.0,2.0,3.0,0.0,False,850.0
285,san juan de miraflores,Comprar,departamento,270.0,-76.98087679999998,-12.1806119,0.0,2.0,3.0,0.0,False,2700.0
286,miraflores,Comprar,departamento,85.0,-77.0260809,-12.1266433,26.0,2.0,3.0,1.0,False,537.159
287,san juan de miraflores,Comprar,departamento,105.0,-76.9767569,-12.1623542,0.0,1.0,2.0,0.0,False,265000.0
288,miraflores,Alquilar,departamento,110.0,-77.0337893,-12.125127,4.0,4.0,3.0,1.0,False,900.0
289,san miguel,Comprar,departamento,181.0,-77.09844340000001,-12.0832462,10.0,2.0,3.0,1.0,False,1902.03
290,jesus maria,Comprar,departamento,155.0,-77.0444255,-12.066272,3.0,1.0,1.0,1.0,False,122000.0
291,santiago de surco,Comprar,departamento,96.0,-76.98245709999998,-12.1312961,12.0,3.0,2.0,1.0,False,683.656
292,san martin de porres,Alquilar,departamento,65.0,-77.0895953,-11.9443321,6.0,1.0,1.0,0.0,False,550.0
293,santiago de surco,Comprar,departamento,43.0,-77.00565069999998,-12.1507509,5.0,2.0,3.0,1.0,True,600.0
294,miraflores,Alquilar,departamento,114.0,-77.0299304,-12.1145456,8.0,2.0,2.0,1.0,True,210000.0
295,miraflores,Comprar,departamento,110.0,-77.0238588,-12.134267,11.0,3.0,3.0,1.0,False,200000.0
296,san martin de porres,Alquilar,departamento,113.0,-77.06148329999998,-12.0219093,8.0,1.0,3.0,0.0,False,250000.0
297,santiago de surco,Comprar,departamento,129.0,-76.97741549999998,-12.1204413,4.0,3.0,2.0,2.0,False,335000.0
298,san isidro,Alquilar,departamento,51.0,-77.03657624166412,-12.099935558286269,15.0,2.0,3.0,0.0,False,650.0
299,miraflores,Comprar,departamento,210.0,-77.0263858,-12.117714999999999,6.0,3.0,3.0,1.0,False,1650.0
300,santiago de surco,Comprar,departamento,66.0,-76.9764124,-12.1288893,4.0,3.0,3.0,1.0,False,90000.0
301,miraflores,Alquilar,departamento,1000.0,-77.0239718,-12.1291087,0.0,2.0,3.0,1.0,False,7000000.0
302,santiago de surco,Comprar,departamento,343.0,-76.99075599999998,-12.1174191,19.0,4.0,3.0,2.0,False,620000.0
303,santiago de surco,Comprar,departamento,315.0,-76.98247529999998,-12.1150336,7.0,2.0,2.0,2.0,False,557863.574
304,santiago de surco,Comprar,departamento,69.0,-76.9918155,-12.1416088,0.0,2.0,3.0,1.0,False,317.412
305,santiago de surco,Alquilar,departamento,51.0,-76.99682229999998,-12.142439699999999,0.0,2.0,3.0,1.0,False,149427.743
306,san isidro,Comprar,departamento,182.0,-77.0438983,-12.108019,0.0,3.0,3.0,4.0,False,180000.0
307,santiago de surco,Comprar,departamento,300.0,-76.9918155,-12.1416088,0.0,1.0,2.0,0.0,False,670000.0
308,miraflores,Alquilar,departamento,65.0,-77.0369266,-12.122258800000001,12.0,3.0,3.0,1.0,False,149000.0
309,san isidro,Alquilar,departamento,735.0,-77.0380637,-12.1016231,10.0,4.0,3.0,2.0,False,2100000.0
310,lince,Alquilar,departamento,240.0,-77.02818549999998,-12.086749900000001,5.0,2.0,3.0,0.0,False,1800.0
311,miraflores,Comprar,departamento,100.0,-77.03926779999998,-12.1113711,0.0,3.0,2.0,2.0,False,220000.0
312,san isidro,Alquilar,departamento,270.0,-77.04732810000002,-12.0941455,10.0,1.0,1.0,1.0,True,450000.0
313,surquillo,Comprar,departamento,44.0,-77.0263973,-12.105159800000001,12.0,3.0,3.0,1.0,False,141000.0
314,miraflores,Alquilar,departamento,101.0,-77.03300999999998,-12.126330000000001,25.0,3.0,3.0,1.0,False,781.322
315,santiago de surco,Alquilar,departamento,32.0,-76.96320340000001,-12.1018744,6.0,4.0,3.0,2.0,True,451.702
316,san martin de porres,Comprar,casa,75.0,-77.08517690000001,-11.939914199999999,16.0,3.0,4.0,1.0,False,647.032
317,santiago de surco,Alquilar,departamento,41.0,-76.97864009999998,-12.0990216,13.0,2.0,3.0,1.0,False,650.0
318,miraflores,Alquilar,departamento,132.0,-77.02605489999998,-12.122227800000001,4.0,1.0,1.0,1.0,False,230000.0
319,santiago de surco,Comprar,departamento,63.0,-76.9918155,-12.1416088,7.0,3.0,3.0,2.0,False,90000.0
320,magdalena,Comprar,casa,150.0,-77.0702036,-12.0970645,48.0,4.0,0.0,0.0,False,927.819
321,ate,Comprar,departamento,136.0,-76.9314756,-12.0335675,10.0,2.0,3.0,0.0,False,348000.0
322,san juan de miraflores,Comprar,casa,120.0,-76.97534940000001,-12.1617838,17.0,3.0,5.0,0.0,False,683.656
323,miraflores,Comprar,departamento,48.0,-77.0210393,-12.132961199999999,7.0,3.0,3.0,2.0,False,160000.0
324,magdalena,Comprar,departamento,240.0,-77.06769759999999,-12.0962159,33.0,2.0,3.0,0.0,False,4500.0
325,santiago de surco,Comprar,departamento,78.0,-76.9804681,-12.1176579,8.0,4.0,4.0,2.0,False,123000.0
326,santiago de surco,Comprar,departamento,91.0,-76.9700797,-12.1257125,10.0,3.0,3.0,1.0,False,92781.932
327,magdalena,Comprar,departamento,130.0,-77.0700298,-12.090416099999999,7.0,2.0,3.0,1.0,False,260000.0
328,magdalena,Comprar,departamento,450.0,-77.07142259999998,-12.0910146,5.0,2.0,3.0,1.0,False,3500.0
329,barranco,Comprar,departamento,70.0,-77.022414,-12.137808284071937,0.0,1.0,1.0,0.0,True,850.0
330,miraflores,Comprar,departamento,120.0,-77.02605600000001,-12.129787197789414,0.0,2.0,2.0,0.0,False,890.0
331,san isidro,Comprar,departamento,73.0,-77.0389969,-12.1097435,0.0,2.0,3.0,2.0,False,850.0
332,san isidro,Alquilar,departamento,106.0,-77.03063990000001,-12.1022134,2.0,1.0,1.0,1.0,False,185000.0
333,miraflores,Alquilar,departamento,72.0,-77.03165279999999,-12.1310142,31.0,3.0,3.0,1.0,False,98000.0
334,magdalena,Comprar,departamento,70.0,-77.06769759999999,-12.0962159,33.0,1.0,2.0,0.0,False,502.0
335,san borja,Alquilar,departamento,82.0,-76.99814690000001,-12.109849,20.0,2.0,3.0,0.0,False,800.855
336,santiago de surco,Comprar,casa,90.0,-76.9918155,-12.1416088,8.0,0.0,0.0,0.0,False,512.742
337,san miguel,Comprar,departamento,42.0,-77.10566,-12.081515048681085,6.0,2.0,2.0,0.0,False,585.991
338,surquillo,Alquilar,departamento,72.0,-77.007463,-12.116268309873664,0.0,2.0,3.0,1.0,False,708.073
339,miraflores,Alquilar,departamento,42.0,-77.0369652,-12.111594,10.0,1.0,2.0,0.0,False,476.118
340,san borja,Comprar,casa,115.0,-77.00229240000002,-12.102019300000002,39.0,4.0,7.0,3.0,True,171402.411
341,la molina,Comprar,casa,122.0,-76.9532681,-12.0851916,9.0,3.0,4.0,2.0,True,190000.0
342,rimac,Alquilar,departamento,100.0,-77.04301070000001,-12.0165855,0.0,2.0,3.0,0.0,False,185000.0
343,rimac,Comprar,casa,104.0,-77.0337569,-12.0317255,0.0,1.0,4.0,0.0,False,240000.0
344,san isidro,Comprar,departamento,33.0,-77.0458191,-12.099211,29.0,4.0,3.0,2.0,False,43949.336
345,barranco,Comprar,departamento,74.0,-77.02043990000001,-12.1323555,6.0,1.0,1.0,1.0,False,135022.127
346,santiago de surco,Comprar,casa,74.0,-76.9643909716888,-12.112964270622099,10.0,3.0,5.0,3.0,True,212500.0
347,barranco,Alquilar,departamento,93.0,-77.0262911,-12.139646,10.0,4.0,3.0,3.0,False,200000.0
348,san borja,Comprar,departamento,48.0,-76.9921997,-12.093394900000002,0.0,3.0,3.0,1.0,False,378.453
349,la molina,Comprar,casa,140.0,-76.8978944,-12.0838651,12.0,4.0,4.0,3.0,False,927.819
350,san borja,Alquilar,departamento,200.0,-76.9945203,-12.0933405,8.0,3.0,3.0,1.0,False,200000.0
351,barranco,Alquilar,departamento,250.0,-77.0225368,-12.137082699999999,1.0,1.0,1.0,0.0,True,1400.0
352,barranco,Alquilar,departamento,40.0,-77.0206465,-12.136491099999999,8.0,2.0,2.0,1.0,False,110000.0
353,barranco,Alquilar,departamento,360.0,-77.019256,-12.139109976803946,2.0,2.0,1.0,1.0,True,2500.0
354,san borja,Comprar,departamento,280.0,-77.00229240000002,-12.102019300000002,11.0,3.0,3.0,2.0,False,850000.0
355,san borja,Comprar,casa,145.0,-77.0008124,-12.1008832,46.0,3.0,5.0,2.0,False,335000.0
356,san isidro,Alquilar,departamento,140.0,-77.05782219999998,-12.102556199999999,10.0,3.0,3.0,2.0,False,340000.0
357,santiago de surco,Comprar,departamento,48.0,-77.0174436,-12.1311151,14.0,3.0,3.0,2.0,False,53715.855
358,miraflores,Alquilar,departamento,198.0,-77.03538879999998,-12.123275099999999,23.0,2.0,3.0,1.0,False,2800.0
359,miraflores,Comprar,departamento,60.0,-77.0243292,-12.1287576,10.0,1.0,1.0,1.0,True,90000.0
360,pueblo libre,Comprar,departamento,60.0,-77.06464759999999,-12.0819786,0.0,3.0,3.0,1.0,False,160000.0
361,chorrillos,Comprar,departamento,45.0,-77.009514,-12.170210420468486,10.0,3.0,4.0,0.0,False,531.0
362,miraflores,Comprar,departamento,45.0,-77.015473,-12.122812068664393,5.0,3.0,2.0,1.0,False,561.0
363,miraflores,Comprar,departamento,75.0,-77.03154659999998,-12.1149284,0.0,4.0,4.0,1.0,False,900.0
364,santiago de surco,Alquilar,casa,576.0,-76.9953518,-12.1374258,30.0,7.0,3.0,3.0,False,6377.0
365,miraflores,Alquilar,departamento,170.0,-77.02643479999998,-12.128914300000002,20.0,3.0,2.0,1.0,False,470000.0
366,miraflores,Comprar,departamento,200.0,-77.0257882,-12.1282027,45.0,2.0,4.0,0.0,False,1500.0
367,san miguel,Comprar,departamento,70.0,-77.0830647,-12.087251400000001,12.0,2.0,3.0,1.0,False,430.0
368,lince,Alquilar,departamento,55.0,-77.046944,-12.084065803729315,15.0,1.0,3.0,0.0,False,171.0
369,miraflores,Alquilar,departamento,157.0,-77.03284599999998,-12.1203592,0.0,2.0,2.0,1.0,False,450000.0
370,jesus maria,Alquilar,departamento,24.0,-77.047714,-12.067959736892874,7.0,2.0,3.0,0.0,True,439.493
371,barranco,Alquilar,departamento,45.0,-77.022172,-12.140187609283693,0.0,1.0,1.0,0.0,True,69900.0
372,barranco,Alquilar,departamento,450.0,-77.022215,-12.140156142593732,0.0,2.0,2.0,1.0,True,1100000.0
373,barranco,Alquilar,departamento,41.0,-77.02213499999999,-12.140189757294312,0.0,1.0,1.0,0.0,False,78000.0
374,miraflores,Comprar,departamento,266.0,-77.0273885,-12.112518,0.0,4.0,3.0,1.0,False,2500.0
375,miraflores,Comprar,departamento,100.0,-77.0273885,-12.112518,14.0,4.0,3.0,1.0,False,195000.0
376,san borja,Comprar,departamento,55.0,-77.00069739999998,-12.0957025,31.0,3.0,4.0,0.0,False,317.412
377,miraflores,Comprar,casa,262.0,-77.0085497,-12.153215300000001,0.0,8.0,9.0,1.0,False,3500.0
378,san borja,Comprar,departamento,2882.0,-76.9931783,-12.103684199999998,0.0,3.0,3.0,1.0,False,4800000.0
379,san miguel,Comprar,departamento,92.0,-77.089393,-12.08142321582813,0.0,1.0,1.0,0.0,False,305.204
380,surquillo,Comprar,departamento,262.0,-77.00353940000001,-12.1146913,0.0,2.0,3.0,1.0,False,800000.0
381,barranco,Comprar,departamento,164.0,-77.02314059999998,-12.1414044,2.0,2.0,2.0,1.0,False,88000.0
382,san borja,Comprar,departamento,92.0,-76.9947088,-12.095444300000002,7.0,2.0,3.0,2.0,False,329.62
383,surquillo,Alquilar,departamento,87.0,-77.01361159999998,-12.116651,12.0,1.0,1.0,1.0,False,90000.0
384,santiago de surco,Alquilar,departamento,275.0,-76.9918155,-12.1416088,0.0,3.0,4.0,1.0,True,263000.0
385,san bartolo,Comprar,departamento,150.0,-76.784952,-12.383245141190073,2.0,4.0,4.0,1.0,True,463.91
386,san juan de miraflores,Comprar,casa,76.0,-76.9741662,-12.1637756,22.0,4.0,8.0,2.0,False,488.326
387,barranco,Alquilar,departamento,93.0,-77.0251097,-12.1386057,5.0,2.0,3.0,1.0,False,634.824
388,barranco,Comprar,departamento,101.0,-77.02290169999998,-12.1555383,4.0,1.0,1.0,1.0,True,634.824
389,san isidro,Alquilar,departamento,73.0,-77.0376455,-12.0993646,0.0,4.0,4.0,2.0,False,95000.0
390,san isidro,Comprar,casa,140.0,-77.0376828,-12.102975599999999,10.0,4.0,4.0,3.0,False,125000.0
391,san borja,Comprar,departamento,258.0,-76.9931783,-12.103684199999998,0.0,3.0,3.0,2.0,False,205000.0
392,san miguel,Comprar,casa,65.0,-77.0837818,-12.0745515,40.0,2.0,3.0,0.0,False,46549.672
393,san borja,Comprar,departamento,390.0,-77.02956410000002,-12.1278371,12.0,3.0,3.0,1.0,False,140000.0
394,san juan de miraflores,Comprar,departamento,186.0,-76.9692809,-12.1646994,0.0,1.0,1.0,0.0,False,290000.0
395,lima,Comprar,departamento,73.0,-77.03523220000001,-12.0778084,6.0,2.0,2.0,1.0,True,850.0
396,miraflores,Alquilar,departamento,140.0,-77.04330689999998,-12.115210800000002,11.0,2.0,3.0,2.0,False,980.0
397,miraflores,Comprar,departamento,65.0,-77.03805330000002,-12.115501,8.0,2.0,1.0,1.0,False,600.0
398,barranco,Alquilar,departamento,170.0,-77.0206465,-12.136491099999999,5.0,1.0,1.0,0.0,False,335000.0
399,barranco,Alquilar,departamento,90.0,-77.0211738,-12.1397168,3.0,1.0,1.0,0.0,False,110000.0
400,miraflores,Alquilar,departamento,363.0,-77.02757129999998,-12.1215439,2.0,2.0,1.0,1.0,False,895000.0
401,santiago de surco,Alquilar,departamento,302.0,-76.96177089999998,-12.085127900000002,8.0,3.0,3.0,2.0,False,600000.0
402,barranco,Comprar,departamento,243.0,-77.021732,-12.136823405732624,6.0,2.0,1.0,1.0,False,580000.0
403,san isidro,Comprar,departamento,127.0,-77.04721640000001,-12.1082414,11.0,2.0,3.0,2.0,False,659.24
404,san isidro,Alquilar,departamento,169.0,-77.04721640000001,-12.1082414,11.0,2.0,3.0,2.0,False,1500.0
405,san isidro,Alquilar,departamento,60.0,-77.0081668,-12.089043499999999,7.0,3.0,3.0,2.0,False,650.0
406,chorrillos,Alquilar,departamento,100.0,-77.00284090000001,-12.177255800000001,2.0,2.0,3.0,1.0,False,220000.0
407,villa el salvador,Alquilar,departamento,140.0,-76.94393199999999,-12.234806969523824,1.0,1.0,2.0,0.0,False,88000.0
408,miraflores,Comprar,departamento,109.0,-77.04842370000001,-12.1152552,12.0,3.0,3.0,2.0,False,389000.0
409,lima,Comprar,departamento,68.0,-77.03209090000001,-12.072999699999999,3.0,1.0,2.0,0.0,True,157000.0
410,santiago de surco,Comprar,casa,65.0,-76.9953518,-12.1374258,30.0,7.0,3.0,3.0,False,120000.0
411,jesus maria,Comprar,departamento,168.0,-77.05111600000001,-12.075591099999999,1.0,1.0,1.0,0.0,False,1200.0
412,san isidro,Alquilar,departamento,70.0,-77.047265,-12.09816839054814,8.0,3.0,3.0,3.0,False,128000.0
413,jesus maria,Alquilar,departamento,100.0,-77.04959090000001,-12.076848,30.0,1.0,1.0,0.0,False,750.0
414,miraflores,Alquilar,departamento,55.0,-77.042688,-12.112566315547946,7.0,3.0,3.0,4.0,False,590.0
415,breña,Alquilar,departamento,120.0,-77.05104,-12.065877209834875,4.0,2.0,3.0,1.0,False,160000.0
416,miraflores,Comprar,departamento,650.0,-77.042507,-12.112379800644975,7.0,3.0,3.0,4.0,False,6900.0
417,ate,Comprar,casa,120.0,-76.905178,-12.029465699260724,5.0,6.0,9.0,0.0,False,225000.0
418,san miguel,Alquilar,departamento,83.0,-77.106164,-12.074482295707543,6.0,2.0,3.0,1.0,False,125000.0
419,san juan de miraflores,Comprar,casa,220.0,-76.9718671,-12.162832,24.0,6.0,7.0,1.0,False,499000.0
420,magdalena,Alquilar,departamento,119.0,-77.0745116,-12.089903699999999,15.0,2.0,3.0,0.0,False,264999.0
421,magdalena,Alquilar,departamento,80.0,-77.06887979999998,-12.0964306,17.0,2.0,3.0,0.0,False,750.0
422,san borja,Alquilar,departamento,44.0,-76.98743,-12.088548145337414,9.0,3.0,3.0,1.0,False,85000.0
423,jesus maria,Alquilar,departamento,96.0,-77.0521085,-12.0830468,5.0,2.0,3.0,1.0,True,220000.0
424,san miguel,Comprar,departamento,240.0,-77.0803238,-12.0907879,10.0,2.0,3.0,0.0,False,390000.0
425,villa el salvador,Comprar,casa,53.0,-76.94666180000002,-12.1938272,10.0,3.0,7.0,1.0,False,476.118
426,lurigancho,Comprar,casa,400.0,-76.918442,-12.017295799061944,7.0,4.0,7.0,0.0,False,550000.0
427,ate,Comprar,casa,130.0,-76.94115800000002,-12.0452625,0.0,2.0,3.0,0.0,False,800.0
428,villa el salvador,Comprar,casa,182.0,-76.8994781,-12.2598297,4.0,5.0,5.0,3.0,False,400000.0
429,santiago de surco,Comprar,departamento,92.0,-76.988974,-12.122593507380294,27.0,2.0,3.0,1.0,False,265000.0
430,santiago de surco,Alquilar,departamento,42.0,-77.00925819999998,-12.1323484,6.0,4.0,3.0,1.0,False,115889.0
431,barranco,Alquilar,departamento,225.0,-77.02381700000001,-12.139503578177646,5.0,3.0,2.0,2.0,True,377000.0
432,barranco,Alquilar,departamento,1500.0,-77.0221696,-12.1477379,0.0,3.0,3.0,1.0,False,4998000.0
433,barranco,Alquilar,departamento,77.0,-77.02299040000001,-12.144491499999999,0.0,2.0,1.0,1.0,False,129500.0
434,santiago de surco,Comprar,departamento,200.0,-76.95661559999998,-12.1062802,20.0,2.0,3.0,1.0,False,415000.0
435,punta hermosa,Comprar,departamento,1640.0,-76.83116899999999,-12.328917958177836,0.0,5.0,4.0,2.0,True,2750000.0
436,lima,Comprar,departamento,680.0,-77.0313057,-12.0749507,50.0,2.0,2.0,0.0,False,1500000.0
437,san isidro,Comprar,departamento,1260.0,-77.0380637,-12.1016231,9.0,4.0,3.0,3.0,False,1700000.0
438,santiago de surco,Comprar,departamento,43534.0,-76.995654,-12.120431179249124,35.0,3.0,3.0,0.0,False,328016.847
439,san borja,Comprar,casa,137.0,-76.98816509999999,-12.092242599999999,10.0,3.0,5.0,2.0,False,247000.0
440,san isidro,Comprar,departamento,73.0,-77.04949189999998,-12.0946357,12.0,2.0,3.0,2.0,True,79000.0
